unknown;n;negative;1.0;stof;1
unknown;n;positive;1.0;onderwijs;1
unknown;a;neutral;1.0;collectief;1
unknown;v;positive;1.0;ontvangen;1
unknown;n;neutral;1.0;pas;1
unknown;n;neutral;1.0;beer;1
unknown;a;positive;1.0;interessant;1
unknown;n;neutral;1.0;beeld;1
unknown;a;neutral;1.0;extreem;1
unknown;a;positive;1.0;schitterend;1
unknown;n;negative;1.0;staatsgreep;1
unknown;v;neutral;1.0;tonen;1
unknown;v;neutral;1.0;reduceren;1
unknown;n;negative;1.0;afvalstof;1
unknown;v;negative;1.0;klagen;1
unknown;a;positive;1.0;enig;1
unknown;a;positive;1.0;akkoord;1
unknown;n;neutral;1.0;muziek;1
unknown;a;neutral;1.0;dichtbij;1
unknown;n;negative;1.0;eind;1
unknown;a;positive;1.0;boeiend;1
unknown;n;neutral;1.0;verblijf;1
unknown;v;positive;1.0;sparen;1
unknown;a;positive;1.0;strategisch;1
unknown;v;neutral;1.0;gevoelen;1
unknown;a;negative;1.0;woedend;1
unknown;a;negative;1.0;beperkt;1
unknown;v;positive;1.0;redden;1
unknown;a;positive;1.0;gezellig;1
unknown;a;neutral;1.0;islamitisch;1
unknown;n;neutral;1.0;burger;1
unknown;v;positive;1.0;wagen;1
unknown;n;negative;1.0;brand;1
unknown;v;positive;1.0;verrassen;1
unknown;n;neutral;1.0;geluid;1
unknown;a;neutral;1.0;maandelijks;1
unknown;a;neutral;1.0;wijd;1
unknown;n;neutral;1.0;karakter;1
unknown;v;negative;1.0;overlijden;1
unknown;v;neutral;1.0;klinken;1
unknown;a;positive;1.0;toegankelijk;1
unknown;a;negative;1.0;slap;1
unknown;v;neutral;1.0;aanbrengen;1
unknown;v;neutral;1.0;blijven;1
unknown;n;negative;1.0;bombardement;1
unknown;v;positive;1.0;aannemen;1
unknown;n;negative;1.0;symptoom;1
unknown;a;positive;1.0;mooi;1
unknown;a;positive;1.0;gevuld;1
unknown;a;positive;1.0;uitzonderlijk;1
unknown;v;positive;1.0;steunen;1
unknown;n;negative;1.0;verzet;1
unknown;a;positive;1.0;levend;1
unknown;a;positive;1.0;natuurlijk;1
unknown;n;neutral;1.0;criterium;1
unknown;a;negative;1.0;complex;1
unknown;n;neutral;1.0;stoel;1
unknown;v;neutral;1.0;leven;1
unknown;n;neutral;1.0;stilte;1
unknown;n;positive;1.0;belangstelling;1
unknown;n;negative;1.0;ziekte;1
unknown;v;neutral;1.0;bewegen;1
unknown;a;neutral;1.0;grijs;1
unknown;a;positive;1.0;intensief;1
unknown;n;negative;1.0;verwijdering;1
unknown;a;neutral;1.0;vol;1
unknown;a;negative;1.0;zogenaamd;1
unknown;v;neutral;1.0;leren;1
unknown;a;positive;1.0;flink;1
unknown;a;neutral;1.0;ongelooflijk;1
unknown;n;negative;1.0;vertrek;1
unknown;n;negative;1.0;angst;1
unknown;v;positive;1.0;willen;1
unknown;a;positive;1.0;fraai;1
