d_n-21478;n;neutral;0.3125;belasting,census,impost,schatting,taks;-1
d_n-10964;n;negative;0.3125;donker,donkerte,duister,duisternis;-1
c_667;a;positive;0.3125;verstandig,wijs;-1
n_a-520865;a;neutral;0.3125;onderling;-1
n_a-506960;a;negative;0.3125;consistent,dikvloeibaar,gebonden,geleiachtig,lijvig,stroopachtig,stroperig,viskeus;-1
c_269;a;positive;0.3125;fantastisch,geweldig;-1
d_v-8112;v;negative;0.3125;elimineren,neervellen,ombrengen,vellen,vermoorden;-1
n_a-515880;a;neutral;0.3125;kort,kortdurend,kortstondig;-1
d_n-17866;n;positive;0.3125;kukkel,kus,lik,smak,smok,zoen;-1
d_v-2417;v;positive;0.3125;bestaan,durven,vermeten,verstouten;-1
n_a-507710;a;neutral;0.416666666667;dubbel,tweevoudig;-1
d_v-2798;v;neutral;0.3125;delven,graven;-1
d_v-7521;v;neutral;0.3125;inviteren,noden,nodigen,uitnodigen,vragen;-1
d_n-30604;n;positive;0.3125;coöperatie,samenwerking;-1
d_v-9091;v;neutral;0.3125;zwaaien;-1
d_n-27009;n;neutral;0.3125;bal;-1
n_a-520661;a;negative;1.0;onbelangrijk,onnozel,triviaal,verwaarloosbaar;-1
d_n-15599;n;negative;0.3125;absentie,afwezendheid,afwezigheid,ontstentenis,verstek;-1
d_n-25468;n;neutral;0.3125;stilstand;-1
n_a-523583;a;negative;0.3125;banaal,laag-bij-de-gronds,plat,platvloers,plebejisch;-1
n_a-501199;a;positive;0.3125;aandachtig,attent,geconcentreerd,ingespannen,oplettend,opmerkzaam,perceptief;-1
d_v-8787;v;neutral;0.3125;echoën,nagalmen,naijlen,naklinken,resoneren,weergalmen,weerklinken;-1
d_a-9488;a;negative;0.3125;inactief,passief,werkeloos,werkloos;-1
d_v-4638;v;negative;0.3125;omgooien,omhalen,omkegelen,omkeilen,omkiepen,omkieperen,omknikkeren,omtrekken,omvergooien,omverkegelen,omverwerpen,omwerpen;-1
d_v-230;v;negative;0.3125;aanvallen,attaqueren,storten;-1
d_v-4633;v;negative;0.3125;kieperen,omflikkeren,omgaan,omkiepen,omkieperen,omkippen,omkukelen,omtuimelen,omvallen,omvervallen,omzwiepen;-1
d_v-4747;v;neutral;0.3125;onderzoeken;-1
d_v-4745;v;neutral;0.3125;doceren,geven,lesgeven,onderrichten,onderwijzen;-1
n_a-526012;a;negative;0.3125;druk,roerig,tumultueus,turbulent,woelig;-1
n_a-532257;a;neutral;0.3125;veranderlijk;-1
d_n-15241;n;negative;0.3125;ziekte;-1
d_n-26815;n;negative;0.3125;afscheiding;-1
n_a-532551;a;negative;0.3125;verliesgevend;-1
d_v-4846;v;neutral;0.625;ontslaan,wippen;-1
d_a-9155;a;negative;0.416666666667;alternatief;-1
n_a-532721;a;positive;0.3125;cognitief,intellectueel,rationeel,redelijk,verstandelijk;-1
n_a-513853;a;positive;0.3125;snel,vlug;-1
d_v-2468;v;positive;0.3125;beleven,ervaren,gevoelen,gewaarworden,ondervinden,ontmoeten;-1
d_n-22480;n;negative;0.3125;gaatje,gat;-1
n_a-521215;a;neutral;0.3125;agnostisch,areligieus,atheïstisch,goddeloos,ongelovig,ongodsdienstig;-1
d_v-8064;v;positive;0.3125;lichten,schijnen,verlichten;-1
d_n-11097;n;positive;0.3125;exaltatie,extase,geestvervoering,opgetogenheid,trance,verrukking,vervoering,zinsvervoering;-1
c_567;none;positive;0.625;fijn,teer;-1
c_562;a;negative;0.3125;krachteloos,slap,slapjes,zwak,zwakjes;-1
d_v-124;v;positive;0.3125;aanmoedigen,animeren,stimuleren;-1
d_v-8027;v;negative;0.3125;bederven,mispeuteren,verbroddelen,verbrodden,verbruien,verhaspelen,verknallen,verknoeien,verknollen,verprutsen,versjteren,verstieren;-1
d_v-3646;v;negative;0.3125;bazelen,dazen,fantaseren,ijlen,keutelen,kletsen,leuteren,lullen,o.h.-en,ohaën,ouwehoeren,raaskallen,razen,wauwelen,zwammen,zwetsen;-1
d_v-4102;v;positive;0.3125;autoriseren,committeren,machtigen,mandateren,volmachtigen;-1
d_v-128;v;positive;0.3125;aannemen,aanvaarden,accepteren;-1
d_v-1860;v;negative;0.3125;dalen;-1
c_254;none;negative;1.0;boos,kwaad,malicieus;-1
d_n-24666;n;negative;0.3125;cocotte,gondel,hip,hoer,kalle,lichtekooi,prostituee,prostituée,slons,snol,temeier;-1
n_a-501309;a;positive;0.3125;aanlokkelijk,aantrekkelijk,attractief,begeerlijk,begerenswaard,begerenswaardig;-1
d_a-9598;a;positive;0.3125;onbelemmerd,onbeperkt,onverlet,vrij;-1
n_a-508343;a;neutral;0.625;enkel,enkelvoudig;-1
n_a-530609;a;negative;0.416666666667;bedrukt,beklemd,bezwaard,gedeprimeerd,gedrukt,terneergedrukt,terneergeslagen;-1
d_v-2428;v;negative;0.3125;dwingen,gedwongen;-1
d_n-34940;n;positive;0.3125;glans,glitter,grandeur,grootsheid,heerlijkheid,luister,majesteit,praal,pracht,schittering;-1
d_a-9590;a;positive;0.3125;adult,groot,rijp,volwassen;-1
